Gene	NGr1	NGr2	NGr3	349r1	349r2	349r3
gene-ECD_03059	798	805	746	665	706	1073
gene-ECD_03060	1490	1390	1263	1197	1375	1721
gene-ECD_03061	872	851	695	810	825	1149
gene-ECD_03062	2052	2072	1790	1873	2135	2606
gene-ECD_03063	1629	1740	1341	1483	1814	2354
gene-ECD_03064	2387	2608	1976	2032	2676	3563
gene-ECD_03065	4764	5547	4020	4072	5109	7017
gene-ECD_03066	2866	3535	2510	2574	3034	4015
gene-ECD_03067	7783	8922	6895	6914	8391	10325
gene-ECD_03068	8260	4701	7411	6834	7686	5997
gene-ECD_03069	5081	4098	3673	4038	4740	5067
gene-ECD_03070	3378	3495	2800	2548	3428	4193
gene-ECD_03071	399	513	361	300	438	509
gene-ECD_03072	729	902	765	736	1036	1381
gene-ECD_03073	1349	1404	1498	1330	1963	1851
gene-ECD_03074	3240	2438	3702	3181	3623	3323
gene-ECD_03075	6826	5967	5759	5677	6224	7110
gene-ECD_03076	115	120	127	122	125	192
gene-ECD_03077	18805	12926	11648	14703	11296	16730
gene-ECD_03078	6231	2347	3523	4496	3349	3401
gene-ECD_03079	143	92	89	117	110	149
gene-ECD_03080	834	615	853	910	884	937
gene-ECD_03081	597	675	632	454	794	705
gene-ECD_03082	658	455	539	414	951	418
gene-ECD_03083	524	332	479	298	936	353
gene-ECD_03084	2239	1101	1694	987	4522	939
gene-ECD_03085	12096	5465	8740	5822	18331	5338
gene-ECD_03086	3838	2244	2894	3169	3365	3299
gene-ECD_03087	203	244	162	165	244	277
gene-ECD_03088	3434	2906	2599	2640	3413	4053
gene-ECD_03089	6695	6904	6329	6100	7078	8328
gene-ECD_03090	9622	6882	5802	7501	6292	8770
gene-ECD_03091	13883	11101	8151	12739	8879	16433
gene-ECD_03092	1232	1383	1103	1033	1324	1520
gene-ECD_03093	5198	5030	5741	4729	5423	6607
gene-ECD_03094	3640	2554	3238	3211	3189	3804
gene-ECD_03095	841	846	829	758	986	1166
gene-ECD_03096	43370	25296	37028	32020	39599	31608
gene-ECD_03097	2988	2290	2546	2081	3030	2966
gene-ECD_03098	2258	2054	2185	2493	1325	3090
gene-ECD_03099	51	54	49	67	54	86
gene-ECD_03100	548	742	523	561	514	984
gene-ECD_03101	329	336	267	309	224	468
gene-ECD_03102	68	104	75	77	76	111
gene-ECD_03103	1241	1365	1096	1057	1230	1603
gene-ECD_03104	5781	4974	5267	4916	6215	6262
gene-ECD_03105	2437	1931	1833	2143	2058	2598
gene-ECD_03106	3110	2552	2566	2574	3023	3099
gene-ECD_03107	830	786	642	660	916	923
gene-ECD_03108	205	264	175	177	218	310
gene-ECD_03109	881	1050	663	703	801	1066
gene-ECD_03110	3308	2977	2706	2708	2748	3605
gene-ECD_03111	766	787	684	659	887	1067
gene-ECD_03112	1447	890	1165	1149	1462	1207
gene-ECD_03113	4618	3329	2803	3116	3991	3919
gene-ECD_03114	6161	4454	4033	4402	5001	4714
gene-ECD_03115	16	13	13	17	8	25
gene-ECD_03116	412	400	369	337	408	431
gene-ECD_03117	1112	890	895	933	789	1149
gene-ECD_03118	1000	1613	650	1009	910	1765
gene-ECD_03119	489	883	388	569	391	945
gene-ECD_03120	43	76	37	46	52	82
gene-ECD_03121	2	0	1	2	4	3
gene-ECD_03122	13	3	8	3	9	6
gene-ECD_03123	21	20	24	32	26	31
gene-ECD_03124	347	351	379	354	392	437
gene-ECD_03125	11	6	10	6	3	13
gene-ECD_03126	40	32	28	31	50	40
gene-ECD_03127	60	54	41	71	66	62
gene-ECD_03128	35	39	49	25	40	43
gene-ECD_03129	112	122	108	86	135	166
gene-ECD_03130	5826	5006	4876	5250	4837	7187
gene-ECD_03131	550	721	560	527	645	811
gene-ECD_03132	1920	2471	1857	1655	2373	3149
gene-ECD_03133	1442	2066	1308	1253	1795	2316
gene-ECD_03134	2721	3058	2307	2308	3711	4181
gene-ECD_03135	3575	2817	3541	3280	4290	3690
gene-ECD_03136	244	215	206	220	231	297
gene-ECD_03137	5906	5891	4668	6509	5665	7884
gene-ECD_03138	6385	7354	5277	5596	6595	9211
gene-ECD_03139	3885	4366	3048	3258	4222	5106
gene-ECD_03140	2553	3256	2165	2230	2564	3379
gene-ECD_03141	2458	1536	1939	2499	2224	2538
gene-ECD_03142	210	135	144	188	243	240
gene-ECD_03143	227	173	159	191	174	207
gene-ECD_03144	115	93	84	136	97	156
gene-ECD_03145	22912	10872	13050	18155	14040	16372
gene-ECD_03146	65459	35392	38214	51907	40165	50721
gene-ECD_03147	73791	39063	35255	60073	44871	71622
gene-ECD_03148	32373	19627	19588	26177	21783	26544
gene-ECD_03149	35158	17693	18232	27862	23140	29821
gene-ECD_03150	7117	4809	4997	6045	5124	5857
gene-ECD_03151	132788	59840	80557	102032	84426	93235
gene-ECD_03152	56016	20277	30593	41118	33844	36261
gene-ECD_03153	5745	2031	2969	4700	3435	2969
gene-ECD_03154	58004	21740	28656	41981	33682	36808
gene-ECD_03155	28450	10010	12811	21883	14319	16448
gene-ECD_03156	54487	18780	21783	41432	26995	41966
gene-ECD_03157	28370	11833	11608	22704	13618	20446
gene-ECD_03158	46244	23039	19810	34535	22156	41028
gene-ECD_03159	19614	10890	11083	16737	11226	14717
gene-ECD_03160	25724	14938	13239	20047	14836	21950
gene-ECD_03161	11759	8409	7332	10074	6863	10774
gene-ECD_03162	26261	9340	13985	19468	15439	15818
gene-ECD_03163	26964	10473	13081	19747	14751	17957
gene-ECD_03164	24817	9884	14541	18977	13860	14848
gene-ECD_03165	83793	29001	39814	57735	43282	45984
gene-ECD_03166	42641	14909	19536	31794	19241	26652
gene-ECD_03167	22936	8433	10412	17648	9569	12931
gene-ECD_03168	46720	16103	22059	37660	19104	25928
gene-ECD_03169	24706	8584	9595	17392	10190	15209
gene-ECD_03170	31027	11362	12640	22200	12891	19169
gene-ECD_03171	34725	17013	16480	27242	15197	25881
gene-ECD_03172	27074	17309	15058	22795	12634	22159
gene-ECD_03173	70	68	56	83	67	88
gene-ECD_03174	15	22	16	10	22	25
gene-ECD_03175	18	15	8	9	16	19
gene-ECD_03176	59	100	69	77	80	136
gene-ECD_03177	59	83	43	77	80	93
gene-ECD_03178	197	237	199	153	248	253
gene-ECD_03179	24	15	18	25	13	43
gene-ECD_03180	30	39	38	22	46	54
gene-ECD_03181	25	31	24	23	32	45
gene-ECD_03182	50	63	70	47	70	87
gene-ECD_03183	165	144	146	152	194	225
gene-ECD_03184	114	110	87	82	119	139
gene-ECD_03185	29	33	31	18	38	49
gene-ECD_03186	153	166	160	168	164	225
gene-ECD_03187	289	205	230	251	291	248
gene-ECD_03188	21	20	9	16	23	22
gene-ECD_03189	648	450	509	512	532	597
gene-ECD_03190	167980	72990	89233	124066	102030	121820
gene-ECD_03191	177656	73237	86338	132721	82934	112543
gene-ECD_03192	29923	13341	13973	22427	15742	20405
gene-ECD_03193	12518	5688	6396	10908	6376	9288
gene-ECD_03194	300	343	205	230	300	474
gene-ECD_03195	360	339	293	287	400	488
gene-ECD_03196	991	982	878	930	1014	1312
gene-ECD_03197	3020	2695	2369	2570	3276	4267
gene-ECD_03198	7901	6102	5886	6813	5778	8807
gene-ECD_03199	94	93	116	95	90	110
gene-ECD_03200	8088	8353	8382	7757	8068	10354
gene-ECD_03201	1114	886	881	1107	1037	1209
gene-ECD_03202	508	230	386	391	402	303
gene-ECD_03203	2116	2179	1795	1781	1996	2247
gene-ECD_03204	430	582	396	401	463	606
gene-ECD_03205	142	166	159	157	151	186
gene-ECD_03206	3168	3279	2741	2618	3551	4063
gene-ECD_03207	1136	1234	1289	1311	1452	1873
gene-ECD_03208	17836	12969	16495	14114	17616	16567
gene-ECD_03209	3168	3434	3023	2380	3300	3509
gene-ECD_03210	2789	2474	2317	2262	2364	3355
gene-ECD_03211	519	482	544	388	583	678
gene-ECD_03212	1028	877	854	779	1193	1252
gene-ECD_03213	159	169	113	134	160	196
gene-ECD_03214	1184	1087	1009	953	1238	1243
gene-ECD_03215	191	227	153	166	213	303
gene-ECD_03216	294	288	305	273	395	420
gene-ECD_03217	18	27	18	19	30	19
gene-ECD_03218	41	39	45	38	43	45
gene-ECD_03219	1532	1120	1089	1009	1301	1530
gene-ECD_03220	4	4	4	5	6	5
gene-ECD_03221	39	34	50	35	60	42
gene-ECD_03222	277	270	271	225	302	261
gene-ECD_03223	120	112	97	106	106	117
gene-ECD_03224	213	173	191	195	219	208
gene-ECD_03225	529	541	443	496	532	651
gene-ECD_03227	0	0	1	0	2	1
gene-ECD_03228	0	1	2	1	0	1
gene-ECD_03229	161	121	165	126	149	154
gene-ECD_03230	27	22	35	26	31	27
gene-ECD_03231	158	141	169	178	184	201
gene-ECD_03232	56	52	53	44	54	69
gene-ECD_03233	25	19	15	16	27	17
gene-ECD_03234	65	28	53	45	81	55
gene-ECD_03235	243	154	275	275	298	206
gene-ECD_03236	5600	4069	4357	4749	4248	5441
gene-ECD_03237	3948	2585	2522	2892	2892	3448
gene-ECD_03238	4165	2082	2939	3299	3099	3170
gene-ECD_03239	1408	1339	904	1058	1254	1748
gene-ECD_03240	10590	8051	7834	8769	7770	9785
gene-ECD_03241	4377	4452	3307	3662	3862	5386
gene-ECD_03242	2462	2712	1903	2036	2406	3074
gene-ECD_03243	96	147	112	119	127	145
gene-ECD_03244	13	27	10	13	15	33
gene-ECD_03245	14	19	16	14	18	18
gene-ECD_03246	18	18	26	23	34	31
gene-ECD_03247	79	82	85	79	89	112
gene-ECD_03248	1212	1556	971	1117	1158	1674
gene-ECD_03249	1103	1007	1066	993	1307	1247
gene-ECD_03250	1635	1290	1418	1266	1808	1475
gene-ECD_03251	606	580	444	570	569	671
gene-ECD_03252	1200	731	647	960	702	974
gene-ECD_03253	2441	1293	1505	2070	1527	1711
gene-ECD_03254	758	618	586	676	641	840
gene-ECD_03255	80813	50025	77449	67011	94877	65596
gene-ECD_03256	2857	2516	2288	2250	3521	3201
gene-ECD_03257	3164	2318	3056	2924	3499	3249
gene-ECD_03258	307	318	325	304	289	294
gene-ECD_03259	2820	2284	1959	2413	2219	2586
gene-ECD_03260	249	135	116	247	284	219
gene-ECD_03261	3901	1284	1586	3157	4481	2262
gene-ECD_03262	484	183	233	343	538	252
gene-ECD_03263	495	512	436	447	488	724
gene-ECD_03264	1130	866	864	816	1021	1239
gene-ECD_03265	1084	1010	1009	946	1079	1416
gene-ECD_03266	7395	4106	4482	5275	4525	5597
gene-ECD_03267	34302	22776	36738	27546	46429	33731
gene-ECD_03268	2700	3406	2857	2270	3472	4584
gene-ECD_03269	4273	7653	3822	4034	4066	10341
gene-ECD_03270	9251	12360	8117	10109	12349	16531
gene-ECD_03271	464	423	394	392	701	620
gene-ECD_03272	106	93	124	111	122	148
gene-ECD_03273	345	306	274	261	287	352
gene-ECD_03274	1311	1128	1150	1076	1264	1233
gene-ECD_03275	847	681	673	642	870	838
gene-ECD_03276	204	150	206	189	250	176
gene-ECD_03277	58880	14963	53937	39747	65119	20239
gene-ECD_03279	14	9	8	8	20	11
gene-ECD_03280	8133	6788	6897	6262	8439	8698
gene-ECD_03281	5002	4037	4383	3820	5443	5139
gene-ECD_03282	8669	5852	7154	6491	9882	8032
gene-ECD_03283	4010	3966	3400	3388	4068	5358
gene-ECD_03284	7468	7258	6390	6733	7356	9721
gene-ECD_03285	18735	14203	14817	15040	16284	19201
gene-ECD_03286	1353	1245	1132	1001	1626	1921
gene-ECD_03287	12458	8305	10172	10902	13751	13658
gene-ECD_03288	22426	7883	15887	17897	21920	14467
gene-ECD_03289	3053	3130	2883	2728	3498	3715
gene-ECD_03290	1303	1468	1266	1073	1095	1809
gene-ECD_03291	5860	5499	5786	5368	5441	6630
gene-ECD_03292	323	238	272	255	309	236
gene-ECD_03293	7	4	8	0	0	6
gene-ECD_03294	6	4	2	6	9	4
gene-ECD_03295	1	2	2	2	2	4
gene-ECD_03296	86	80	78	90	88	99
gene-ECD_03297	336	236	356	337	441	306
gene-ECD_03298	551	438	484	453	599	490
gene-ECD_03299	308	164	200	171	205	183
gene-ECD_03300	64	26	40	29	56	30
gene-ECD_03301	59	41	54	33	79	39
gene-ECD_03302	667	244	622	411	738	304
gene-ECD_03303	172	119	125	106	146	133
gene-ECD_03304	63	55	46	48	51	68
gene-ECD_03305	65	70	55	51	57	60
gene-ECD_03306	71	58	74	60	69	73
gene-ECD_03307	106	88	101	88	93	120
gene-ECD_03308	615	626	518	510	669	896
gene-ECD_03309	506	475	500	414	564	560
gene-ECD_03310	6016	4527	5353	4761	5767	6661
gene-ECD_03311	1634	1304	1380	1347	1493	1607
gene-ECD_03312	1349	1089	1195	1055	1243	1304
gene-ECD_03313	2270	2589	2100	1929	2197	2957
gene-ECD_03314	346	474	355	317	372	511
gene-ECD_03315	266	301	249	233	273	320
gene-ECD_03316	249	208	234	192	208	273
gene-ECD_03317	1221	1083	1229	1078	1128	1453
gene-ECD_03318	8477	5866	7514	6619	8087	7122
gene-ECD_03319	890	685	842	698	832	688
gene-ECD_03320	361	380	374	357	394	588
gene-ECD_03321	5249	3720	5101	4748	4931	4946
gene-ECD_03322	1505	1723	1538	1441	1496	2187
gene-ECD_03323	139	136	112	119	135	172
gene-ECD_03324	291	307	265	220	285	311
gene-ECD_03325	55	82	61	66	77	84
gene-ECD_03326	16	20	9	14	15	18
gene-ECD_03327	12	25	9	10	22	25
gene-ECD_03328	41	41	53	31	46	42
gene-ECD_03329	85	61	73	83	76	78
gene-ECD_03330	155	118	139	132	160	180
gene-ECD_03331	374	428	362	369	476	482
gene-ECD_03332	22	45	19	21	30	48
gene-ECD_03334	68	66	76	66	79	112
gene-ECD_03335	1630	1071	1576	1356	1768	1339
gene-ECD_03336	3593	1846	2735	2546	3653	2505
gene-ECD_03337	3041	1760	2495	2379	3081	2682
gene-ECD_03338	117	83	86	106	123	153
gene-ECD_03339	57	37	35	28	27	53
gene-ECD_03340	63	54	54	62	67	74
gene-ECD_03341	616	602	560	612	676	719
gene-ECD_03342	1729	1776	1382	1399	1715	2117
gene-ECD_03343	724	468	750	582	860	634
gene-ECD_03344	20208	10488	21366	19050	19717	15928
gene-ECD_03345	14016	11084	13681	10542	23369	18440
gene-ECD_03346	1177	1033	873	877	1660	1438
gene-ECD_03347	8181	4366	5073	6233	5555	5909
gene-ECD_03348	2440	2403	2164	2327	2186	2706
gene-ECD_03349	7653	5620	6000	6139	6738	7251
gene-ECD_03350	38	21	28	40	26	26
gene-ECD_03351	139	67	94	135	108	114
gene-ECD_03352	168	103	129	126	135	150
gene-ECD_03353	6	3	2	6	8	9
gene-ECD_03354	156	107	152	151	182	213
gene-ECD_03355	6	11	6	4	5	6
gene-ECD_03356	0	1	0	2	0	2
gene-ECD_03357	22	12	22	22	23	14
gene-ECD_03358	158	69	101	126	113	136
gene-ECD_03359	138	143	111	127	136	209
gene-ECD_03360	43	42	35	28	44	62
gene-ECD_03361	127	102	127	92	118	144
gene-ECD_03362	485	480	451	465	528	611
gene-ECD_03363	55	81	52	49	66	96
gene-ECD_03364	151	186	137	117	218	172
gene-ECD_03365	137	102	139	116	133	146
gene-ECD_03366	29	26	28	34	36	39
gene-ECD_03367	462	297	376	303	412	429
gene-ECD_03368	183	102	131	174	159	138
gene-ECD_03369	534	277	354	325	465	302
gene-ECD_03370	699	436	573	508	591	472
gene-ECD_03371	368	329	331	259	272	406
gene-ECD_03372	366	265	318	305	355	339
gene-ECD_03373	43	59	50	39	40	55
gene-ECD_03374	1246	791	1088	833	1173	1000
gene-ECD_03375	1427	1350	1159	1091	1644	1624
gene-ECD_03376	2996	1769	2436	2131	2922	2546
gene-ECD_03377	1188	1227	1129	1000	1357	1526
gene-ECD_03378	3203	2064	2230	2546	2489	2540
gene-ECD_03379	618	372	351	494	366	539
gene-ECD_03380	1673	1076	1087	1282	1044	1642
gene-ECD_03381	573	451	387	429	463	601
gene-ECD_03383	112	71	67	107	82	127
gene-ECD_03384	1939	1231	1263	1542	1620	1849
gene-ECD_03385	142	90	95	96	132	136
gene-ECD_03386	1112	1160	931	1061	1165	1329
gene-ECD_03387	161	171	205	171	184	155
gene-ECD_03388	42	52	50	58	65	76
gene-ECD_03389	188	184	132	187	167	270
gene-ECD_03390	234	284	179	205	205	420
gene-ECD_03391	278	193	207	188	206	293
gene-ECD_03392	208	129	160	123	191	157
gene-ECD_03393	95	66	72	46	97	70
gene-ECD_03394	88	64	82	74	110	104
gene-ECD_03395	2791	2101	3035	1974	4088	2558
gene-ECD_03396	1151	1178	1064	962	1728	1508
gene-ECD_03397	102	88	78	93	92	132
gene-ECD_03398	411	369	352	339	425	430
gene-ECD_03399	540	572	579	469	671	788
gene-ECD_03400	299	337	267	300	311	437
gene-ECD_03401	2682	2310	2187	2297	2528	3079
gene-ECD_03402	3232	1571	2160	2632	1585	1791
gene-ECD_03403	4429	2653	3042	3420	2766	3634
gene-ECD_03404	5353	4184	4306	4532	5092	6862
gene-ECD_03405	117	159	135	109	113	152
gene-ECD_03406	68831	126999	67626	72962	72441	155212
gene-ECD_03407	25	42	18	23	28	28
gene-ECD_03408	6	7	2	5	7	9
gene-ECD_03409	9	4	2	3	5	10
gene-ECD_03410	12943	7382	7533	8961	8124	10012
gene-ECD_03411	3225	2671	2210	2263	2886	3005
gene-ECD_03412	15	11	4	10	13	35
gene-ECD_03413	87	65	73	68	106	92
gene-ECD_03414	4	4	4	6	5	7
gene-ECD_03415	0	0	0	0	0	2
gene-ECD_03416	258	213	214	185	262	343
gene-ECD_03417	222	139	181	174	228	215
gene-ECD_03418	55	18	45	41	105	45
gene-ECD_03420	105	92	95	98	104	135
gene-ECD_03421	334	293	292	318	371	319
gene-ECD_03422	1822	1317	1691	1277	1809	1634
gene-ECD_03423	666	870	618	785	702	1255
gene-ECD_03424	3306	2431	2765	2631	3406	3153
gene-ECD_03425	573	481	445	465	412	568
gene-ECD_03426	630	553	541	537	532	614
gene-ECD_03427	79	60	83	80	139	85
gene-ECD_03428	14	11	10	11	26	13
gene-ECD_03429	2	3	0	0	3	1
gene-ECD_03430	9	4	5	9	8	7
gene-ECD_03431	21	21	8	17	25	16
gene-ECD_03432	57	40	36	50	43	51
gene-ECD_03433	74	43	59	58	52	74
gene-ECD_03434	100	63	90	63	85	97
gene-ECD_03435	138	83	116	96	124	111
gene-ECD_03436	192	122	149	191	188	155
gene-ECD_03437	27	21	16	27	47	22
gene-ECD_03438	285	189	231	216	295	235
gene-ECD_03439	25	19	19	12	14	18
gene-ECD_03440	523	347	429	424	480	480
gene-ECD_03441	95	86	90	77	77	109
gene-ECD_03442	3	6	0	2	1	1
gene-ECD_03443	301	151	282	215	396	239
gene-ECD_03444	255	86	162	193	163	164
gene-ECD_03445	1982	1617	1469	1559	1588	1823
gene-ECD_03446	1358	986	1101	1008	1179	1225
gene-ECD_03447	247	230	232	221	320	268
gene-ECD_03448	13	22	31	37	25	31
gene-ECD_03449	110	61	106	89	127	115
gene-ECD_03450	30	36	29	32	42	40
gene-ECD_03451	20	29	14	23	28	28
gene-ECD_03452	103	77	95	74	143	120
gene-ECD_03453	27	22	24	23	25	20
gene-ECD_03454	4644	3803	5769	3944	15988	5411
gene-ECD_03455	2993	3621	3570	2316	7282	4513
gene-ECD_03456	1190	1304	1285	942	1896	1613
gene-ECD_03457	442	237	219	325	456	505
gene-ECD_03458	1419	1824	1155	1278	1304	2356
gene-ECD_03459	3	5	6	6	7	11
gene-ECD_03460	1210	1107	1052	1001	1260	1568
gene-ECD_03461	265	443	202	199	345	561
gene-ECD_03462	131	184	122	101	158	328
gene-ECD_03463	428	418	357	296	388	569
gene-ECD_03464	1103	956	970	890	1028	1141
gene-ECD_03465	2499	1844	2067	2097	2239	2179
gene-ECD_03466	6538	4969	5040	4685	6975	6754
gene-ECD_03467	8540	5779	6973	6591	7842	7134
gene-ECD_03468	4749	3073	3397	3951	4033	4523
gene-ECD_03469	1236	1102	1043	1167	1170	1441
gene-ECD_03470	8410	7550	7071	6668	7779	9818
gene-ECD_03471	1089	1261	921	893	1218	1205
gene-ECD_03472	1694	984	864	1121	938	1076
gene-ECD_03473	7772	2840	3709	5133	3427	4683
gene-ECD_03474	19932	11425	16408	15923	18828	15410
gene-ECD_03475	25435	15256	20595	20581	24218	22324
gene-ECD_03476	10664	7435	8519	8398	9622	10737
gene-ECD_03477	6001	6407	4597	4603	6060	7736
gene-ECD_03478	1723	2399	1490	1582	1969	2703
gene-ECD_03479	624	392	388	435	479	646
gene-ECD_03480	364	276	264	327	287	420
gene-ECD_03481	151	129	99	131	124	164
gene-ECD_03482	166	146	124	156	164	165
gene-ECD_03484	34	10	24	21	27	22
gene-ECD_03485	28	2	11	14	7	7
gene-ECD_03486	1493	592	685	1083	773	1065
gene-ECD_03487	800	671	488	613	580	986
gene-ECD_03488	992	1036	702	798	887	1261
gene-ECD_03489	730	740	522	530	761	911
gene-ECD_03490	485	476	426	421	575	484
gene-ECD_03491	302	209	215	253	277	225
gene-ECD_03492	377	228	237	325	237	294
gene-ECD_03493	8459	8468	7322	7635	7757	10764
gene-ECD_03494	11162	10964	9201	9522	11874	14267
gene-ECD_03495	124	83	121	115	157	137
gene-ECD_03496	1087	868	861	748	973	1013
gene-ECD_03497	1505	1242	1091	1094	1364	1555
gene-ECD_03498	658	744	541	570	669	831
gene-ECD_03499	1224	657	744	972	764	944
gene-ECD_03500	522	598	375	486	457	755
gene-ECD_03501	1691	1660	1456	1541	1549	2148
gene-ECD_03502	1536	882	1323	1421	1386	1230
gene-ECD_03503	1091	1151	880	986	982	1758
gene-ECD_03504	271	298	264	241	352	351
gene-ECD_03505	3405	3252	2891	3167	3460	3795
gene-ECD_03506	981	873	1043	1070	886	1142
gene-ECD_03507	5460	6120	4134	4223	5599	6854
gene-ECD_03508	353	461	335	348	377	446
gene-ECD_03509	1889	2365	1523	1565	1827	2811
gene-ECD_03510	7093	7535	7208	6822	7780	9018
gene-ECD_03511	27569	19727	24614	22753	25647	30640
gene-ECD_03512	169	228	164	175	173	342
gene-ECD_03513	3959	2388	3179	2975	3299	3338
gene-ECD_03514	1466	1381	1161	1253	1358	1883
gene-ECD_03515	86	84	66	89	87	124
gene-ECD_03516	1875	1491	1663	1340	1985	1584
gene-ECD_03517	650	452	486	463	513	668
gene-ECD_03518	92	33	65	58	105	51
gene-ECD_03519	1091	455	984	942	1706	852
gene-ECD_03520	105	70	62	72	117	80
gene-ECD_03521	1302	848	974	848	1153	1094
gene-ECD_03522	60	62	48	58	63	91
gene-ECD_03523	1010	1015	869	874	964	1318
gene-ECD_03524	138	139	119	144	135	175
gene-ECD_03525	436	640	406	448	509	939
gene-ECD_03526	252	279	207	292	289	425
gene-ECD_03527	35	35	28	22	40	47
gene-ECD_03530	36	21	18	32	33	34
gene-ECD_03531	361	421	313	361	374	617
gene-ECD_03532	32	48	26	27	39	72
gene-ECD_03533	0	0	1	1	1	1
gene-ECD_03534	0	0	1	0	0	1
gene-ECD_03535	9	5	4	16	9	11
gene-ECD_03536	626	448	512	569	612	645
gene-ECD_03537	87	106	71	67	107	116
gene-ECD_03538	57	71	67	52	66	110
gene-ECD_03539	7	3	6	6	9	7
gene-ECD_03540	49	46	30	28	36	47
gene-ECD_03541	10	8	14	8	8	10
gene-ECD_03542	8	3	3	4	3	2
gene-ECD_03543	422	316	365	387	394	531
gene-ECD_03544	654	440	402	556	552	674
gene-ECD_03545	23	10	16	9	11	11
gene-ECD_03546	342	338	303	280	333	472
gene-ECD_03547	296	309	318	324	289	364
gene-ECD_03548	16	11	13	16	15	14
gene-ECD_03549	592	233	448	383	678	367
gene-ECD_03550	558	127	375	251	682	204
gene-ECD_03551	322	301	284	296	332	402
gene-ECD_03552	105	112	88	111	95	138
gene-ECD_03553	57	39	46	54	42	62
gene-ECD_03554	387	229	320	299	316	313
gene-ECD_03555	4405	2193	3387	3357	3531	3173
gene-ECD_03556	208	52	101	190	129	232
gene-ECD_03557	169	146	142	189	203	234
gene-ECD_03558	309	272	341	347	413	403
gene-ECD_03559	41	41	45	36	39	63
gene-ECD_03560	105	96	110	92	106	108
gene-ECD_03561	137	116	131	132	129	185
gene-ECD_03562	147	167	124	129	170	229
gene-ECD_03563	55	46	63	49	57	66
gene-ECD_03564	127	43	107	95	150	64
gene-ECD_03565	153	124	124	108	163	180
gene-ECD_03566	73	73	67	71	86	102
gene-ECD_03568	987	961	1014	1005	1483	1579
gene-ECD_03569	579	426	483	570	568	634
gene-ECD_03570	456	285	364	412	349	425
gene-ECD_03571	215	139	196	227	182	270
gene-ECD_03572	1395	1109	1281	1448	1336	1434
gene-ECD_03573	65	48	59	70	63	59
gene-ECD_03574	107	119	104	94	135	133
gene-ECD_03575	503	457	534	380	818	469
gene-ECD_03576	268	161	240	234	341	223
gene-ECD_03577	587	284	434	403	680	346
gene-ECD_03578	1098	604	945	889	1135	950
gene-ECD_03579	516	630	454	476	582	819
gene-ECD_03580	6221	6894	5562	5647	6045	9633
gene-ECD_03581	126	74	104	119	99	99
gene-ECD_03582	14160	11064	10232	11156	11617	13838
gene-ECD_03583	839	1007	521	783	760	1012
gene-ECD_03584	3265	3214	2457	2619	3289	3985
gene-ECD_03585	2800	3643	2461	2529	3478	4118
gene-ECD_03586	452	449	389	595	430	566
gene-ECD_03587	3198	5241	2419	2855	3449	5381
gene-ECD_03588	1243	1956	693	993	1231	2208
gene-ECD_03589	6213	6896	4454	5457	5506	8084
gene-ECD_03590	2267	2037	1888	1790	2218	2669
gene-ECD_03591	10	1	2	12	41	15
gene-ECD_03592	4262	2110	4809	1828	17107	2281
gene-ECD_03593	404	155	421	123	1633	164
gene-ECD_03594	86	65	66	76	119	86
gene-ECD_03595	329	325	267	232	367	383
gene-ECD_03596	1498	1403	1180	1419	1498	1762
gene-ECD_03597	1792	1243	1467	1525	1781	1818
gene-ECD_03598	855	1119	837	835	969	1373
gene-ECD_03599	236	282	236	183	253	265
gene-ECD_03600	93	40	46	60	64	101
gene-ECD_03601	141	102	99	113	105	176
gene-ECD_03602	84	74	43	54	58	87
gene-ECD_03603	72	56	64	71	77	60
gene-ECD_03604	41	24	23	24	37	28
gene-ECD_03605	52	46	35	48	49	47
gene-ECD_03606	42	50	44	46	36	57
gene-ECD_03607	7	5	5	3	14	8
gene-ECD_03608	1358	483	757	1178	877	865
gene-ECD_03609	723	384	364	583	473	708
gene-ECD_03610	237	208	157	224	214	349
gene-ECD_03611	326	346	265	324	293	603
gene-ECD_03612	882	871	686	882	672	1772
gene-ECD_03613	22748	14647	16188	18086	15645	19639
gene-ECD_03614	9290	7048	6694	6609	7912	9332
gene-ECD_03615	14972	5641	8688	11206	8111	7327
gene-ECD_03616	52197	21482	29829	35985	27121	28086
gene-ECD_03617	34161	14987	18464	24187	19893	19967
gene-ECD_03618	41331	18624	23666	28666	25177	28273
gene-ECD_03619	10457	4974	5744	8174	6778	8306
gene-ECD_03620	20387	11596	12666	16315	13636	16289
gene-ECD_03621	6806	3894	4738	6240	4921	6872
gene-ECD_03622	11830	9130	7964	9969	10323	13382
gene-ECD_03623	1350	905	994	1134	1485	1191
gene-ECD_03624	819	1103	671	852	950	1363
gene-ECD_03625	2993	3391	2389	2771	2705	3943
gene-ECD_03626	1118	1047	777	996	1209	1550
gene-ECD_03627	310	293	304	321	298	306
gene-ECD_03628	1391	980	4085	1021	1229	2114
gene-ECD_03629	535	563	612	486	543	777
gene-ECD_03630	539	430	450	431	592	596
gene-ECD_03631	437	404	420	364	551	568
gene-ECD_03635	102	101	92	122	140	157
gene-ECD_03636	47	41	27	43	49	64
gene-ECD_03637	3318	1898	2883	2783	4116	2974
gene-ECD_03638	1318	1045	1229	1131	1949	1514
gene-ECD_03639	1365	1183	1103	1054	1700	1644
gene-ECD_03640	1416	1290	1176	1249	1413	1712
